sentence,prompt
Wrexham 2 0 2 0 5 5 2,"TL;DR , Wrexham is an organization entity ."
8. Kathrin Freitag ( Germany ) 36.491,"TL;DR , Kathrin Freitag is a person entity ."
8. Kathrin Freitag ( Germany ) 36.491,"TL;DR , Germany is a location entity ."
8. Kathrin Freitag ( Germany ) 36.491,"TL;DR , ) 36.491 is not a named entity ."
8. Kathrin Freitag ( Germany ) 36.491,"TL;DR , 36.491 is not a named entity ."
8. Kathrin Freitag ( Germany ) 36.491,"TL;DR , ( is not a named entity ."
8. Kathrin Freitag ( Germany ) 36.491,"TL;DR , Freitag is not a named entity ."
Roberto Chiappa ( Italy ) beat Frederic Magne ( France ) 2-0,"TL;DR , Roberto Chiappa is a person entity ."
Roberto Chiappa ( Italy ) beat Frederic Magne ( France ) 2-0,"TL;DR , Italy is a location entity ."
Roberto Chiappa ( Italy ) beat Frederic Magne ( France ) 2-0,"TL;DR , Frederic Magne is a person entity ."
Roberto Chiappa ( Italy ) beat Frederic Magne ( France ) 2-0,"TL;DR , France is a location entity ."
Roberto Chiappa ( Italy ) beat Frederic Magne ( France ) 2-0,"TL;DR , ( Italy ) beat is not a named entity ."
Roberto Chiappa ( Italy ) beat Frederic Magne ( France ) 2-0,"TL;DR , ) beat Frederic is not a named entity ."
Roberto Chiappa ( Italy ) beat Frederic Magne ( France ) 2-0,"TL;DR , ) is not a named entity ."
Roberto Chiappa ( Italy ) beat Frederic Magne ( France ) 2-0,"TL;DR , Italy ) beat Frederic Magne ( France ) is not a named entity ."
Roberto Chiappa ( Italy ) beat Frederic Magne ( France ) 2-0,"TL;DR , ( Italy ) is not a named entity ."
Roberto Chiappa ( Italy ) beat Frederic Magne ( France ) 2-0,"TL;DR , beat Frederic Magne ( is not a named entity ."
Roberto Chiappa ( Italy ) beat Frederic Magne ( France ) 2-0,"TL;DR , Italy ) is not a named entity ."
Roberto Chiappa ( Italy ) beat Frederic Magne ( France ) 2-0,"TL;DR , beat Frederic Magne ( France ) is not a named entity ."
TEXAS 76 58 .567 -,"TL;DR , TEXAS is an organization entity ."
TEXAS 76 58 .567 -,"TL;DR , TEXAS 76 58 .567 is not a named entity ."
TEXAS 76 58 .567 -,"TL;DR , - is not a named entity ."
"17. Peter Mitchell ""183,704""","TL;DR , Peter Mitchell is a person entity ."
"17. Peter Mitchell ""183,704""","TL;DR , 17. Peter is not a named entity ."
"17. Peter Mitchell ""183,704""","TL;DR , Peter is not a named entity ."
"But U.S. avocado industry sources said that while they may have delayed the plan for a while "","" they ultimately do not expect the administration to change its position .","TL;DR , U.S. is a location entity ."
"But U.S. avocado industry sources said that while they may have delayed the plan for a while "","" they ultimately do not expect the administration to change its position .","TL;DR , that is not a named entity ."
"But U.S. avocado industry sources said that while they may have delayed the plan for a while "","" they ultimately do not expect the administration to change its position .","TL;DR , the is not a named entity ."
Romania beat Lithuania 2-1 ( halftime 1-1 ) in their European under-21 soccer match on Friday .,"TL;DR , Romania is a location entity ."
Romania beat Lithuania 2-1 ( halftime 1-1 ) in their European under-21 soccer match on Friday .,"TL;DR , Lithuania is a location entity ."
Romania beat Lithuania 2-1 ( halftime 1-1 ) in their European under-21 soccer match on Friday .,"TL;DR , European is an other entity ."
Romania beat Lithuania 2-1 ( halftime 1-1 ) in their European under-21 soccer match on Friday .,"TL;DR , beat Lithuania 2-1 ( halftime 1-1 ) in is not a named entity ."
Romania beat Lithuania 2-1 ( halftime 1-1 ) in their European under-21 soccer match on Friday .,"TL;DR , European under-21 is not a named entity ."
Romania beat Lithuania 2-1 ( halftime 1-1 ) in their European under-21 soccer match on Friday .,"TL;DR , Lithuania 2-1 ( halftime 1-1 ) in is not a named entity ."
Romania beat Lithuania 2-1 ( halftime 1-1 ) in their European under-21 soccer match on Friday .,"TL;DR , in their European under-21 soccer is not a named entity ."
Romania beat Lithuania 2-1 ( halftime 1-1 ) in their European under-21 soccer match on Friday .,"TL;DR , soccer match on Friday . is not a named entity ."
Romania beat Lithuania 2-1 ( halftime 1-1 ) in their European under-21 soccer match on Friday .,"TL;DR , Romania beat Lithuania is not a named entity ."
""""""""" Israel could not confront a united Arab stand or usurp their rights because the Arab rights could be regained when they achieve unity and solidarity "","" """""""" Damascus radio said .","TL;DR , Israel is a location entity ."
""""""""" Israel could not confront a united Arab stand or usurp their rights because the Arab rights could be regained when they achieve unity and solidarity "","" """""""" Damascus radio said .","TL;DR , Arab is an other entity ."
""""""""" Israel could not confront a united Arab stand or usurp their rights because the Arab rights could be regained when they achieve unity and solidarity "","" """""""" Damascus radio said .","TL;DR , Damascus is a location entity ."
""""""""" Israel could not confront a united Arab stand or usurp their rights because the Arab rights could be regained when they achieve unity and solidarity "","" """""""" Damascus radio said .","TL;DR , Arab rights could be is not a named entity ."
""""""""" Israel could not confront a united Arab stand or usurp their rights because the Arab rights could be regained when they achieve unity and solidarity "","" """""""" Damascus radio said .","TL;DR , "","" """""""" Damascus is not a named entity ."
""""""""" Israel could not confront a united Arab stand or usurp their rights because the Arab rights could be regained when they achieve unity and solidarity "","" """""""" Damascus radio said .","TL;DR , or usurp their rights because the Arab is not a named entity ."
""""""""" Israel could not confront a united Arab stand or usurp their rights because the Arab rights could be regained when they achieve unity and solidarity "","" """""""" Damascus radio said .","TL;DR , Israel could not confront is not a named entity ."
""""""""" Israel could not confront a united Arab stand or usurp their rights because the Arab rights could be regained when they achieve unity and solidarity "","" """""""" Damascus radio said .","TL;DR , usurp their is not a named entity ."
""""""""" Israel could not confront a united Arab stand or usurp their rights because the Arab rights could be regained when they achieve unity and solidarity "","" """""""" Damascus radio said .","TL;DR , a united Arab stand or usurp is not a named entity ."
-- Warsaw Newsroom +48 22 653 9700,"TL;DR , Warsaw Newsroom is an organization entity ."
-- Warsaw Newsroom +48 22 653 9700,"TL;DR , -- Warsaw Newsroom +48 22 653 is not a named entity ."
-- Warsaw Newsroom +48 22 653 9700,"TL;DR , Newsroom +48 22 653 is not a named entity ."
"Ex-Yankee Randy Velarde hit his 11th homer "","" his most at any professional level .","TL;DR , Randy Velarde is a person entity ."
"Ex-Yankee Randy Velarde hit his 11th homer "","" his most at any professional level .","TL;DR , Randy Velarde hit his 11th is not a named entity ."
"Ex-Yankee Randy Velarde hit his 11th homer "","" his most at any professional level .","TL;DR , at any professional level . is not a named entity ."
Liberte newspaper said the bomb was hidden in a bag in front of the restaurant and that a booby-trapped car was defused near the restaurant shortly before the bomb went off .,"TL;DR , Liberte is an organization entity ."
Liberte newspaper said the bomb was hidden in a bag in front of the restaurant and that a booby-trapped car was defused near the restaurant shortly before the bomb went off .,"TL;DR , defused near the restaurant shortly is not a named entity ."
Liberte newspaper said the bomb was hidden in a bag in front of the restaurant and that a booby-trapped car was defused near the restaurant shortly before the bomb went off .,"TL;DR , and that a booby-trapped car was is not a named entity ."
Jonas Bjorkman ( Sweden ) beat David Nainkin ( South Africa ) ) 6-4 6-1 6-1,"TL;DR , Jonas Bjorkman is a person entity ."
Jonas Bjorkman ( Sweden ) beat David Nainkin ( South Africa ) ) 6-4 6-1 6-1,"TL;DR , Sweden is a location entity ."
Jonas Bjorkman ( Sweden ) beat David Nainkin ( South Africa ) ) 6-4 6-1 6-1,"TL;DR , David Nainkin is a person entity ."
Jonas Bjorkman ( Sweden ) beat David Nainkin ( South Africa ) ) 6-4 6-1 6-1,"TL;DR , South Africa is a location entity ."
Jonas Bjorkman ( Sweden ) beat David Nainkin ( South Africa ) ) 6-4 6-1 6-1,"TL;DR , Sweden ) beat David Nainkin ( South Africa is not a named entity ."
Jonas Bjorkman ( Sweden ) beat David Nainkin ( South Africa ) ) 6-4 6-1 6-1,"TL;DR , ) 6-4 6-1 6-1 is not a named entity ."
Jonas Bjorkman ( Sweden ) beat David Nainkin ( South Africa ) ) 6-4 6-1 6-1,"TL;DR , South Africa ) ) 6-4 6-1 is not a named entity ."
Jonas Bjorkman ( Sweden ) beat David Nainkin ( South Africa ) ) 6-4 6-1 6-1,"TL;DR , beat David Nainkin ( South is not a named entity ."
Jonas Bjorkman ( Sweden ) beat David Nainkin ( South Africa ) ) 6-4 6-1 6-1,"TL;DR , Bjorkman ( Sweden ) beat David Nainkin ( is not a named entity ."
Jonas Bjorkman ( Sweden ) beat David Nainkin ( South Africa ) ) 6-4 6-1 6-1,"TL;DR , ) beat David Nainkin is not a named entity ."
Jonas Bjorkman ( Sweden ) beat David Nainkin ( South Africa ) ) 6-4 6-1 6-1,"TL;DR , David is not a named entity ."
Jonas Bjorkman ( Sweden ) beat David Nainkin ( South Africa ) ) 6-4 6-1 6-1,"TL;DR , ( South Africa ) ) 6-4 6-1 is not a named entity ."
5. Chryste Gaines ( U.S. ) 11.20,"TL;DR , Chryste Gaines is a person entity ."
5. Chryste Gaines ( U.S. ) 11.20,"TL;DR , U.S. is a location entity ."
5. Chryste Gaines ( U.S. ) 11.20,"TL;DR , ) is not a named entity ."
5. Chryste Gaines ( U.S. ) 11.20,"TL;DR , Gaines ( U.S. ) 11.20 is not a named entity ."
5. Chryste Gaines ( U.S. ) 11.20,"TL;DR , Gaines ( U.S. is not a named entity ."
5. Chryste Gaines ( U.S. ) 11.20,"TL;DR , 5. is not a named entity ."
Ceasefire monitors to meet in south Lebanon .,"TL;DR , Lebanon is a location entity ."
Ceasefire monitors to meet in south Lebanon .,"TL;DR , monitors is not a named entity ."
Ceasefire monitors to meet in south Lebanon .,"TL;DR , to meet is not a named entity ."
Salim Malik c Stewart b Hollioake 23,"TL;DR , Salim Malik is a person entity ."
Salim Malik c Stewart b Hollioake 23,"TL;DR , Stewart is a person entity ."
Salim Malik c Stewart b Hollioake 23,"TL;DR , Hollioake is a person entity ."
Salim Malik c Stewart b Hollioake 23,"TL;DR , Malik is not a named entity ."
Salim Malik c Stewart b Hollioake 23,"TL;DR , b Hollioake 23 is not a named entity ."
Salim Malik c Stewart b Hollioake 23,"TL;DR , Stewart b is not a named entity ."
Salim Malik c Stewart b Hollioake 23,"TL;DR , Malik c Stewart b is not a named entity ."
Salim Malik c Stewart b Hollioake 23,"TL;DR , b is not a named entity ."
Salim Malik c Stewart b Hollioake 23,"TL;DR , 23 is not a named entity ."
"EUROBONDS - Primary market activity was sharply lower "","" as players wound down ahead of Monday 's U.S. Labour Day holiday and next week 's U.S. employment data .","TL;DR , EUROBONDS is an other entity ."
"EUROBONDS - Primary market activity was sharply lower "","" as players wound down ahead of Monday 's U.S. Labour Day holiday and next week 's U.S. employment data .","TL;DR , U.S. is a location entity ."
"EUROBONDS - Primary market activity was sharply lower "","" as players wound down ahead of Monday 's U.S. Labour Day holiday and next week 's U.S. employment data .","TL;DR , Labour Day is an other entity ."
"EUROBONDS - Primary market activity was sharply lower "","" as players wound down ahead of Monday 's U.S. Labour Day holiday and next week 's U.S. employment data .","TL;DR , Monday 's U.S. Labour Day holiday and next is not a named entity ."
"EUROBONDS - Primary market activity was sharply lower "","" as players wound down ahead of Monday 's U.S. Labour Day holiday and next week 's U.S. employment data .","TL;DR , players is not a named entity ."
"EUROBONDS - Primary market activity was sharply lower "","" as players wound down ahead of Monday 's U.S. Labour Day holiday and next week 's U.S. employment data .","TL;DR , players wound down ahead of is not a named entity ."
"EUROBONDS - Primary market activity was sharply lower "","" as players wound down ahead of Monday 's U.S. Labour Day holiday and next week 's U.S. employment data .","TL;DR , 's U.S. employment data is not a named entity ."
"EUROBONDS - Primary market activity was sharply lower "","" as players wound down ahead of Monday 's U.S. Labour Day holiday and next week 's U.S. employment data .","TL;DR , players wound down ahead of Monday 's U.S. is not a named entity ."
"EUROBONDS - Primary market activity was sharply lower "","" as players wound down ahead of Monday 's U.S. Labour Day holiday and next week 's U.S. employment data .","TL;DR , and next week 's U.S. employment data is not a named entity ."
Berwick 3 0 0 3 1 14 0,"TL;DR , Berwick is an organization entity ."
Berwick 3 0 0 3 1 14 0,"TL;DR , 0 3 1 is not a named entity ."
Berwick 3 0 0 3 1 14 0,"TL;DR , 0 0 3 1 is not a named entity ."
"Jordan "","" whose 1992 film """""""" The Crying Game """""""" also came under fire for what was perceived as a sympathetic portrayal of the IRA "","" said Collins was more than just a revolutionary .","TL;DR , Jordan is a person entity ."
"Jordan "","" whose 1992 film """""""" The Crying Game """""""" also came under fire for what was perceived as a sympathetic portrayal of the IRA "","" said Collins was more than just a revolutionary .","TL;DR , The Crying Game is an other entity ."
"Jordan "","" whose 1992 film """""""" The Crying Game """""""" also came under fire for what was perceived as a sympathetic portrayal of the IRA "","" said Collins was more than just a revolutionary .","TL;DR , IRA is an organization entity ."
